line_no,line,sentiment,label,score
414,"Rogojin, in memory of his first meeting with you yesterday; be so kind",1,POSITIVE,0.99790144
415,as to accept these!,1,POSITIVE,0.99408674
416,’,0,NEGATIVE,0.9367287
417,"“She opened the parcel, looked at the earrings, and laughed.",0,NEGATIVE,0.9884718
418,"“‘Thank your friend Mr. Rogojin for his kind attention,’ says she, and",1,POSITIVE,0.99779314
419,bowed and went off.,0,NEGATIVE,0.99721974
420,Why didn’t I die there on the spot?,0,NEGATIVE,0.9974743
421,The worst of it,0,NEGATIVE,0.99736243
422,"all was, though, that the beast Zaleshoff got all the credit of it!",0,NEGATIVE,0.9863826
423,I,1,POSITIVE,0.9575427
424,"was short and abominably dressed, and stood and stared in her face and",0,NEGATIVE,0.9993902
425,"never said a word, because I was shy, like an ass!",0,NEGATIVE,0.99898565
426,And there was he all,1,POSITIVE,0.98767245
427,"in the fashion, pomaded and dressed out, with a smart tie on, bowing",1,POSITIVE,0.99813664
428,and scraping; and I bet anything she took him for me all the while!,1,POSITIVE,0.9539388
429,"“‘Look here now,’ I said, when we came out, ‘none of your interference",0,NEGATIVE,0.9944076
430,here after this—do you understand?,1,POSITIVE,0.9775781
431,’ He laughed: ‘And how are you going,1,POSITIVE,0.9954241
432,to settle up with your father?,1,POSITIVE,0.99314106
433,’ says he.,0,NEGATIVE,0.95077723
434,I thought I might as well jump,0,NEGATIVE,0.9943287
435,into the Neva at once without going home first; but it struck me that I,1,POSITIVE,0.9940791
436,"wouldn’t, after all, and I went home feeling like one of the damned.",0,NEGATIVE,0.9980377
437,”,0,NEGATIVE,0.977441
438,“My goodness!” shivered the clerk.,1,POSITIVE,0.985873
439,"“And his father,” he added, for the",1,POSITIVE,0.99468356
440,"prince’s instruction, “and his father would have given a man a ticket",0,NEGATIVE,0.9973682
441,to the other world for ten roubles any day—not to speak of ten,0,NEGATIVE,0.9967614
442,thousand!,0,NEGATIVE,0.9885003
443,”,0,NEGATIVE,0.977441
444,The prince observed Rogojin with great curiosity; he seemed paler than,1,POSITIVE,0.9885512
445,ever at this moment.,1,POSITIVE,0.98773235
446,“What do you know about it?” cried the latter.,0,NEGATIVE,0.99946094
447,"“Well, my father learned",1,POSITIVE,0.9840989
448,"the whole story at once, and Zaleshoff blabbed it all over the town",0,NEGATIVE,0.9994754
449,besides.,1,POSITIVE,0.99731225
450,"So he took me upstairs and locked me up, and swore at me for",0,NEGATIVE,0.99937344
451,an hour.,0,NEGATIVE,0.9969766
452,"‘This is only a foretaste,’ says he; ‘wait a bit till night",0,NEGATIVE,0.993967
453,"comes, and I’ll come back and talk to you again.",0,NEGATIVE,0.99501437
454,’,0,NEGATIVE,0.9367287
455,"“Well, what do you think?",1,POSITIVE,0.9897633
456,The old fellow went straight off to Nastasia,0,NEGATIVE,0.994963
457,"Philipovna, touched the floor with his forehead, and began blubbering",0,NEGATIVE,0.99867773
458,and beseeching her on his knees to give him back the diamonds.,0,NEGATIVE,0.9935771
459,So after,1,POSITIVE,0.9960687
460,awhile she brought the box and flew out at him.,0,NEGATIVE,0.99939
461,"‘There,’ she says,",0,NEGATIVE,0.99198943
462,"‘take your earrings, you wretched old miser; although they are ten",0,NEGATIVE,0.9982717
463,times dearer than their value to me now that I know what it must have,1,POSITIVE,0.9935649
464,cost Parfen to get them!,0,NEGATIVE,0.99690735
465,"Give Parfen my compliments,’ she says, ‘and",1,POSITIVE,0.9986262
466,thank him very much!,1,POSITIVE,0.9987383
467,"’ Well, I meanwhile had borrowed twenty-five",0,NEGATIVE,0.99671537
468,"roubles from a friend, and off I went to Pskoff to my aunt’s.",1,POSITIVE,0.9975478
469,The old,0,NEGATIVE,0.99491316
470,woman there lectured me so that I left the house and went on a drinking,0,NEGATIVE,0.99938667
471,tour round the public-houses of the place.,1,POSITIVE,0.99833477
472,I was in a high fever when I,1,POSITIVE,0.9792055
473,"got to Pskoff, and by nightfall I was lying delirious in the streets",0,NEGATIVE,0.9768526
474,somewhere or other!,0,NEGATIVE,0.97209686
475,”,0,NEGATIVE,0.977441
476,“Oho! we’ll make Nastasia Philipovna sing another song now!” giggled,0,NEGATIVE,0.9974978
477,"Lebedeff, rubbing his hands with glee.",1,POSITIVE,0.9974855
478,"“Hey, my boy, we’ll get her some",1,POSITIVE,0.99430597
479,proper earrings now!,1,POSITIVE,0.9909679
480,We’ll get her such earrings that—”,0,NEGATIVE,0.99102044
481,"“Look here,” cried Rogojin, seizing him fiercely by the arm, “look",1,POSITIVE,0.9969159
482,"here, if you so much as name Nastasia Philipovna again, I’ll tan your",0,NEGATIVE,0.9922775
483,hide as sure as you sit there!,0,NEGATIVE,0.9936198
484,”,0,NEGATIVE,0.977441
485,“Aha! do—by all means! if you tan my hide you won’t turn me away from,1,POSITIVE,0.9924233
486,your society.,1,POSITIVE,0.95811373
487,"You’ll bind me to you, with your lash, for ever.",0,NEGATIVE,0.9849106
488,"Ha, ha!",1,POSITIVE,0.99544865
489,"here we are at the station, though.",0,NEGATIVE,0.9963547
490,”,0,NEGATIVE,0.977441
491,"Sure enough, the train was just steaming in as he spoke.",1,POSITIVE,0.99596417
492,"Though Rogojin had declared that he left Pskoff secretly, a large",0,NEGATIVE,0.9981532
493,"collection of friends had assembled to greet him, and did so with",1,POSITIVE,0.9988346
494,profuse waving of hats and shouting.,0,NEGATIVE,0.98883486
495,"“Why, there’s Zaleshoff here, too!” he muttered, gazing at the scene",0,NEGATIVE,0.99738973
496,with a sort of triumphant but unpleasant smile.,0,NEGATIVE,0.99844766
497,Then he suddenly turned,0,NEGATIVE,0.99637794
498,"to the prince: “Prince, I don’t know why I have taken a fancy to you;",0,NEGATIVE,0.99489176
499,perhaps because I met you just when I did.,1,POSITIVE,0.99699867
500,"But no, it can’t be that,",0,NEGATIVE,0.9928069
501,for I met this fellow”,1,POSITIVE,0.9903602
502,(nodding at Lebedeff),0,NEGATIVE,0.98963237
503,"“too, and I have not taken",0,NEGATIVE,0.999479
504,a fancy to him by any means.,1,POSITIVE,0.6461024
505,"Come to see me, prince; we’ll take off",1,POSITIVE,0.9955283
506,"those gaiters of yours and dress you up in a smart fur coat, the best",1,POSITIVE,0.99868107
507,we can buy.,0,NEGATIVE,0.98391795
508,"You shall have a dress coat, best quality, white waistcoat,",1,POSITIVE,0.99625486
509,"anything you like, and your pocket shall be full of money.",0,NEGATIVE,0.9840074
510,"Come, and",1,POSITIVE,0.9935021
511,you shall go with me to Nastasia Philipovna’s.,1,POSITIVE,0.9913931
512,Now then will you come,0,NEGATIVE,0.9890396
513,or no?,0,NEGATIVE,0.9967757
514,”,0,NEGATIVE,0.977441
515,"“Accept, accept, Prince Lef Nicolaievitch” said Lebedef solemnly;",1,POSITIVE,0.9945127
516,"“don’t let it slip! Accept, quick!”",1,POSITIVE,0.99757904
517,"Prince Muishkin rose and stretched out his hand courteously, while he",1,POSITIVE,0.9982713
518,replied with some cordiality:,1,POSITIVE,0.9942377
519,"“I will come with the greatest pleasure, and thank you very much for",1,POSITIVE,0.998869
520,"taking a fancy to me. I dare say I may even come today if I have time,",1,POSITIVE,0.9980261
521,for I tell you frankly that I like you very much too.,1,POSITIVE,0.9982136
522,I liked you,1,POSITIVE,0.99854714
523,especially when you told us about the diamond earrings; but I liked you,1,POSITIVE,0.9987374
524,"before that as well, though you have such a dark-clouded sort of face.",0,NEGATIVE,0.994941
525,Thanks very much for the offer of clothes and a fur coat; I certainly,1,POSITIVE,0.99873185
526,shall require both clothes and coat very soon.,0,NEGATIVE,0.9976581
527,"As for money, I have",1,POSITIVE,0.98883027
528,hardly a copeck about me at this moment.,0,NEGATIVE,0.99944264
529,”,0,NEGATIVE,0.977441
530,“You shall have lots of money; by the evening I shall have plenty; so,1,POSITIVE,0.9892993
531,come along!,1,POSITIVE,0.9976705
532,”,0,NEGATIVE,0.977441
533,"“That’s true enough, he’ll have lots before evening!” put in Lebedeff.",1,POSITIVE,0.99459934
534,"“But, look here, are you a great hand with the ladies?",1,POSITIVE,0.9966442
535,Let’s know that,1,POSITIVE,0.9873736
536,first?,1,POSITIVE,0.99211043
537,” asked Rogojin.,1,POSITIVE,0.90340877
538,"“Oh no, oh no!” said the prince; “I couldn’t, you know—my illness—I",0,NEGATIVE,0.9986639
539,hardly ever saw a soul.,0,NEGATIVE,0.9994655
540,”,0,NEGATIVE,0.977441
541,"“H’m! well—here, you fellow—you can come along with me now if you",0,NEGATIVE,0.98429376
542,like!,1,POSITIVE,0.9984803
543,"” cried Rogojin to Lebedeff, and so they all left the carriage.",0,NEGATIVE,0.9917767
544,Lebedeff had his desire.,1,POSITIVE,0.9942968
545,He went off with the noisy group of Rogojin’s,0,NEGATIVE,0.99845773
546,"friends towards the Voznesensky, while the prince’s route lay towards",1,POSITIVE,0.9870545
547,the Litaynaya.,1,POSITIVE,0.9945456
548,It was damp and wet.,0,NEGATIVE,0.9965285
549,The prince asked his way of,0,NEGATIVE,0.9885313
550,"passers-by, and finding that he was a couple of miles or so from his",0,NEGATIVE,0.99687076
551,"destination, he determined to take a droshky.",1,POSITIVE,0.99536043
552,II.,1,POSITIVE,0.9104612
553,General Epanchin lived in his own house near the Litaynaya.,1,POSITIVE,0.9938484
554,Besides,1,POSITIVE,0.9944361
555,this large residence—five-sixths of which was let in flats and,1,POSITIVE,0.9615396
556,lodgings—the general was owner of another enormous house in the,1,POSITIVE,0.9936277
557,Sadovaya bringing in even more rent than the first.,1,POSITIVE,0.9981165
558,Besides these,1,POSITIVE,0.993198
559,"houses he had a delightful little estate just out of town, and some",1,POSITIVE,0.9981351
560,sort of factory in another part of the city.,0,NEGATIVE,0.9001394
561,"General Epanchin, as",1,POSITIVE,0.937975
562,"everyone knew, had a good deal to do with certain government",1,POSITIVE,0.99016285
563,"monopolies; he was also a voice, and an important one, in many rich",1,POSITIVE,0.9983884
564,"public companies of various descriptions; in fact, he enjoyed the",1,POSITIVE,0.99862707
565,"reputation of being a well-to-do man of busy habits, many ties, and",0,NEGATIVE,0.987647
566,affluent means.,1,POSITIVE,0.99817294
567,"He had made himself indispensable in several quarters,",1,POSITIVE,0.99824953
568,amongst others in his department of the government; and yet it was a,1,POSITIVE,0.9956735
569,known fact that Fedor Ivanovitch Epanchin was a man of no education,0,NEGATIVE,0.99836075
570,"whatever, and had absolutely risen from the ranks.",1,POSITIVE,0.99789006
571,"This last fact could, of course, reflect nothing but credit upon the",1,POSITIVE,0.9982256
572,"general; and yet, though unquestionably a sagacious man, he had his own",1,POSITIVE,0.9955316
573,"little weaknesses—very excusable ones,—one of which was a dislike to",1,POSITIVE,0.99469197
574,any allusion to the above circumstance.,0,NEGATIVE,0.9908379
575,He was undoubtedly clever.,1,POSITIVE,0.99755484
576,For,1,POSITIVE,0.9911647
577,"instance, he made a point of never asserting himself when he would gain",0,NEGATIVE,0.9981414
578,more by keeping in the background; and in consequence many exalted,1,POSITIVE,0.9985955
579,"personages valued him principally for his humility and simplicity, and",1,POSITIVE,0.9987828
580,because “he knew his place.”,1,POSITIVE,0.9652667
581,And yet if these good people could only,1,POSITIVE,0.9962777
582,have had a peep into the mind of this excellent fellow who “knew his,1,POSITIVE,0.99817646
583,place” so well!,1,POSITIVE,0.99838704
584,"The fact is that, in spite of his knowledge of the",0,NEGATIVE,0.9994741
585,"world and his really remarkable abilities, he always liked to appear to",1,POSITIVE,0.9945324
586,be carrying out other people’s ideas rather than his own.,0,NEGATIVE,0.9994375
587,"And also, his",1,POSITIVE,0.99468035
588,"luck seldom failed him, even at cards, for which he had a passion that",1,POSITIVE,0.9984803
589,he did not attempt to conceal.,1,POSITIVE,0.9866978
590,"He played for high stakes, and moved,",1,POSITIVE,0.9986484
591,"altogether, in very varied society.",1,POSITIVE,0.998705
592,"As to age, General Epanchin was in the very prime of life; that is,",1,POSITIVE,0.99743295
593,"about fifty-five years of age,—the flowering time of existence, when",1,POSITIVE,0.99036187
594,real enjoyment of life begins.,1,POSITIVE,0.9986907
595,"His healthy appearance, good colour,",1,POSITIVE,0.99874675
596,"sound, though discoloured teeth, sturdy figure, preoccupied air during",1,POSITIVE,0.9974131
597,"business hours, and jolly good humour during his game at cards in the",1,POSITIVE,0.9988589
598,"evening, all bore witness to his success in life, and combined to make",1,POSITIVE,0.9988886
599,existence a bed of roses to his excellency.,1,POSITIVE,0.99779546
600,The general was lord of a,1,POSITIVE,0.9959505
601,"flourishing family, consisting of his wife and three grown-up",1,POSITIVE,0.9987785
602,daughters.,1,POSITIVE,0.9852147
603,"He had married young, while still a lieutenant, his wife",1,POSITIVE,0.9947158
604,"being a girl of about his own age, who possessed neither beauty nor",0,NEGATIVE,0.99687946
605,"education, and who brought him no more than fifty souls of landed",0,NEGATIVE,0.99867535
606,"property, which little estate served, however, as a nest-egg for far",0,NEGATIVE,0.99506927
607,more important accumulations.,1,POSITIVE,0.99585605
608,The general never regretted his early,1,POSITIVE,0.99841094
609,"marriage, or regarded it as a foolish youthful escapade; and he so",0,NEGATIVE,0.9956699
610,respected and feared his wife that he was very near loving her.,1,POSITIVE,0.99528855
611,Mrs.,1,POSITIVE,0.9701281
612,"Epanchin came of the princely stock of Muishkin, which if not a",1,POSITIVE,0.9866095
613,"brilliant, was, at all events, a decidedly ancient family; and she was",1,POSITIVE,0.9950903
614,extremely proud of her descent.,1,POSITIVE,0.998785
615,"With a few exceptions, the worthy couple had lived through their long",1,POSITIVE,0.99845797
616,union very happily.,1,POSITIVE,0.99872947
617,While still young the wife had been able to make,1,POSITIVE,0.9966943
618,"important friends among the aristocracy, partly by virtue of her family",1,POSITIVE,0.9975642
619,"descent, and partly by her own exertions; while, in after life, thanks",1,POSITIVE,0.9984238
620,"to their wealth and to the position of her husband in the service, she",1,POSITIVE,0.9958727
621,took her place among the higher circles as by right.,1,POSITIVE,0.9981305
622,During these last few years all three of the general’s,1,POSITIVE,0.99202424
623,"daughters—Alexandra, Adelaida, and Aglaya—had grown up and matured.",1,POSITIVE,0.9984358
624,Of,1,POSITIVE,0.96076787
625,"course they were only Epanchins, but their mother’s family was noble;",1,POSITIVE,0.98886013
626,they might expect considerable fortunes; their father had hopes of,0,NEGATIVE,0.98006254
627,attaining to very high rank indeed in his country’s service—all of,1,POSITIVE,0.99825984
628,which was satisfactory.,1,POSITIVE,0.99603575
629,"All three of the girls were decidedly pretty,",1,POSITIVE,0.99831754
630,"even the eldest, Alexandra, who was just twenty-five years old.",1,POSITIVE,0.99363685
631,The,1,POSITIVE,0.98924834
632,"middle daughter was now twenty-three, while the youngest, Aglaya, was",1,POSITIVE,0.99191374
633,twenty.,1,POSITIVE,0.9950743
634,"This youngest girl was absolutely a beauty, and had begun of",1,POSITIVE,0.99860716
635,late to attract considerable attention in society.,0,NEGATIVE,0.9992226
636,But this was not,0,NEGATIVE,0.9991782
