,line_no,line,sentiment
569,569,known fact that Fedor Ivanovitch Epanchin was a man of no education,-0.296
570,570,"whatever, and had absolutely risen from the ranks.",0.0
571,571,"This last fact could, of course, reflect nothing but credit upon the",-0.4168
572,572,"general; and yet, though unquestionably a sagacious man, he had his own",0.0
573,573,"little weaknesses—very excusable ones,—one of which was a dislike to",-0.3818
574,574,any allusion to the above circumstance.,0.0
575,575,He was undoubtedly clever.,0.4588
576,576,For,0.0
577,577,"instance, he made a point of never asserting himself when he would gain",0.5267
578,578,more by keeping in the background; and in consequence many exalted,0.0
579,579,"personages valued him principally for his humility and simplicity, and",0.4404
580,580,because “he knew his place.”,0.0
581,581,And yet if these good people could only,0.4404
582,582,have had a peep into the mind of this excellent fellow who “knew his,0.657
583,583,place” so well!,0.3989
584,584,"The fact is that, in spite of his knowledge of the",-0.5267
585,585,"world and his really remarkable abilities, he always liked to appear to",0.839
586,586,be carrying out other people’s ideas rather than his own.,0.0
587,587,"And also, his",0.0
588,588,"luck seldom failed him, even at cards, for which he had a passion that",0.8272
589,589,he did not attempt to conceal.,0.0
590,590,"He played for high stakes, and moved,",0.34
591,591,"altogether, in very varied society.",0.0
592,592,"As to age, General Epanchin was in the very prime of life; that is,",0.0
593,593,"about fifty-five years of age,—the flowering time of existence, when",0.0
594,594,real enjoyment of life begins.,0.5574
595,595,"His healthy appearance, good colour,",0.6808
596,596,"sound, though discoloured teeth, sturdy figure, preoccupied air during",0.0
597,597,"business hours, and jolly good humour during his game at cards in the",0.8519
598,598,"evening, all bore witness to his success in life, and combined to make",0.4019
599,599,existence a bed of roses to his excellency.,0.5423
600,600,The general was lord of a,0.0
601,601,"flourishing family, consisting of his wife and three grown-up",0.0
602,602,daughters.,0.0
603,603,"He had married young, while still a lieutenant, his wife",0.0
604,604,"being a girl of about his own age, who possessed neither beauty nor",-0.4717
605,605,"education, and who brought him no more than fifty souls of landed",-0.296
606,606,"property, which little estate served, however, as a nest-egg for far",0.0
607,607,more important accumulations.,0.2716
608,608,The general never regretted his early,0.2924
609,609,"marriage, or regarded it as a foolish youthful escapade; and he so",0.0516
610,610,respected and feared his wife that he was very near loving her.,0.6222
611,611,Mrs.,0.0
612,612,"Epanchin came of the princely stock of Muishkin, which if not a",0.0
613,613,"brilliant, was, at all events, a decidedly ancient family; and she was",0.5859
614,614,extremely proud of her descent.,0.5256
615,615,"With a few exceptions, the worthy couple had lived through their long",0.4404
616,616,union very happily.,0.5984
617,617,While still young the wife had been able to make,0.0
618,618,"important friends among the aristocracy, partly by virtue of her family",0.7522
619,619,"descent, and partly by her own exertions; while, in after life, thanks",0.4404
620,620,"to their wealth and to the position of her husband in the service, she",0.4939
621,621,took her place among the higher circles as by right.,0.0
622,622,During these last few years all three of the general’s,0.0
623,623,"daughters—Alexandra, Adelaida, and Aglaya—had grown up and matured.",0.0
624,624,Of,0.0
625,625,"course they were only Epanchins, but their mother’s family was noble;",0.6124
626,626,they might expect considerable fortunes; their father had hopes of,0.4215
627,627,attaining to very high rank indeed in his country’s service—all of,0.0
628,628,which was satisfactory.,0.3612
629,629,"All three of the girls were decidedly pretty,",0.5413
630,630,"even the eldest, Alexandra, who was just twenty-five years old.",0.0
631,631,The,0.0
632,632,"middle daughter was now twenty-three, while the youngest, Aglaya, was",0.0
633,633,twenty.,0.0
634,634,"This youngest girl was absolutely a beauty, and had begun of",0.6222
635,635,late to attract considerable attention in society.,0.3612
636,636,But this was not,0.0
637,637,"all, for every one of the three was clever, well educated, and",0.6249
638,638,accomplished.,0.4404
639,639,It was a matter of general knowledge that the three girls were very,0.0258
640,640,"fond of one another, and supported each other in every way; it was even",0.6369
641,641,said that the two elder ones had made certain sacrifices for the sake,0.2732
642,642,"of the idol of the household, Aglaya.",0.0
643,643,In society they not only disliked,0.3089
644,644,"asserting themselves, but were actually retiring.",0.0
645,645,Certainly no one,0.0516
646,646,"could blame them for being too arrogant or haughty, and yet everybody",-0.6808
647,647,was well aware that they were proud and quite understood their own,0.6369
648,648,value.,0.34
649,649,"The eldest was musical, while the second was a clever artist,",0.4588
650,650,which fact she had concealed until lately.,0.0
651,651,"In a word, the world spoke",0.0
652,652,"well of the girls; but they were not without their enemies, and",-0.3087
653,653,occasionally people talked with horror of the number of books they had,-0.5267
654,654,read.,0.0
655,655,They were in no hurry to marry.,-0.296
656,656,"They liked good society, but were not",0.431
657,657,too keen about it.,0.3612
658,658,"All this was the more remarkable, because everyone",0.5984
659,659,was well aware of the hopes and aims of their parents.,0.5994
660,660,It was about eleven o’clock in the forenoon when the prince rang the,0.0
661,661,bell at General Epanchin’s door.,0.0
662,662,The general lived on the first floor,0.0
663,663,"or flat of the house, as modest a lodging as his position permitted.",0.0
664,664,A,0.0
665,665,"liveried servant opened the door, and the prince was obliged to enter",0.0
666,666,"into long explanations with this gentleman, who, from the first glance,",0.0
667,667,looked at him and his bundle with grave suspicion.,-0.6369
668,668,"At last, however, on",0.0
669,669,"the repeated positive assurance that he really was Prince Muishkin, and",0.7184
670,670,"must absolutely see the general on business, the bewildered domestic",0.0
671,671,showed him into a little ante-chamber leading to a waiting-room that,0.0
672,672,"adjoined the general’s study, there handing him over to another",0.0
673,673,"servant, whose duty it was to be in this ante-chamber all the morning,",0.0
674,674,and announce visitors to the general.,0.0
675,675,This second individual wore a,0.0
676,676,"dress coat, and was some forty years of age; he was the general’s",0.0
677,677,"special study servant, and well aware of his own importance.",0.743
678,678,"“Wait in the next room, please; and leave your bundle here,” said the",0.2732
679,679,"door-keeper, as he sat down comfortably in his own easy-chair in the",0.4215
680,680,ante-chamber.,0.0
681,681,He looked at the prince in severe surprise as the latter,-0.128
682,682,"settled himself in another chair alongside, with his bundle on his",0.0
683,683,knees.,0.0
684,684,"“If you don’t mind, I would rather sit here with you,” said the prince;",0.0
685,685,“I should prefer it to sitting in there.”,0.0
686,686,"“Oh, but you can’t stay here.",0.0
687,687,"You are a visitor—a guest, so to speak.",0.0
688,688,Is it the general himself you wish to see?,0.4019
689,689,”,0.0
690,690,The man evidently could not take in the idea of such a shabby-looking,0.0
691,691,"visitor, and had decided to ask once more.",0.0
692,692,“Yes—I have business—” began the prince.,0.0
693,693,"“I do not ask you what your business may be, all I have to do is to",0.0
694,694,announce you; and unless the secretary comes in here I cannot do that.,0.0
695,695,”,0.0
696,696,The man’s suspicions seemed to increase more and more.,-0.0516
697,697,The prince was,0.0
698,698,too unlike the usual run of daily visitors; and although the general,0.0
699,699,"certainly did receive, on business, all sorts and conditions of men,",0.34
700,700,yet in spite of this fact the servant felt great doubts on the subject,-0.128
701,701,of this particular visitor.,0.0
702,702,The presence of the secretary as an,0.0
703,703,"intermediary was, he judged, essential in this case.",0.0
704,704,"“Surely you—are from abroad?” he inquired at last, in a confused sort",-0.3182
705,705,of way.,0.0
706,706,"He had begun his sentence intending to say, “Surely you are not",0.0772
707,707,"Prince Muishkin, are you?",0.0
708,708,”,0.0
709,709,"“Yes, straight from the train!",0.2942
710,710,"Did not you intend to say, ‘Surely you",0.0
711,711,are not Prince Muishkin?,0.0
712,712,"’ just now, but refrained out of politeness?",0.0
713,713,”,0.0
714,714,“H’m!” grunted the astonished servant.,0.4389
715,715,“I assure you I am not deceiving you; you shall not have to answer for,0.5324
716,716,me.,0.0
717,717,"As to my being dressed like this, and carrying a bundle, there’s",0.3612
718,718,"nothing surprising in that—the fact is, my circumstances are not",-0.2057
719,719,particularly rosy at this moment.,0.0
720,720,”,0.0
721,721,“H’m!,0.0
722,722,"—no, I’m not afraid of that, you see; I have to announce you,",0.0
723,723,that’s all.,0.0
724,724,"The secretary will be out directly—that is, unless you—yes,",0.0
725,725,"that’s the rub—unless you—come, you must allow me to ask you—you’ve not",0.2263
726,726,"come to beg, have you?",0.0
727,727,”,0.0
728,728,"“Oh dear no, you can be perfectly easy on that score.",0.8658
729,729,I have quite,0.0
730,730,another matter on hand.,0.5106
731,731,”,0.0
732,732,"“You must excuse my asking, you know.",0.0772
733,733,Your appearance led me to,0.0
734,734,"think—but just wait for the secretary; the general is busy now, but the",0.0
735,735,secretary is sure to come out.,0.3182
736,736,”,0.0
737,737,"“Oh—well, look here, if I have some time to wait, would you mind",0.0
738,738,"telling me, is there any place about where I could have a smoke?",0.0
739,739,I have,0.0
740,740,my pipe and tobacco with me.,0.0
741,741,”,0.0
742,742,"“_Smoke?_” said the man, in shocked but disdainful surprise, blinking",0.25
743,743,his eyes at the prince as though he could not believe his senses.,0.0
744,744,"“No,",0.0
745,745,"sir, you cannot smoke here, and I wonder you are not ashamed of the",0.3724
746,746,very suggestion.,0.0
747,747,"Ha, ha! a cool idea that, I declare!",0.4374
748,748,”,0.0
749,749,"“Oh, I didn’t mean in this room!",0.0
750,750,"I know I can’t smoke here, of course.",0.0
751,751,"I’d adjourn to some other room, wherever you like to show me to.",0.3612
752,752,You,0.0
753,753,"see, I’m used to smoking a good deal, and now I haven’t had a puff for",0.4404
754,754,"three hours; however, just as you like.",0.3612
755,755,”,0.0
756,756,“Now how on earth am I to announce a man like that?” muttered the,0.3612
757,757,servant.,0.0
758,758,"“In the first place, you’ve no right in here at all; you ought",-0.296
759,759,"to be in the waiting-room, because you’re a sort of visitor—a guest, in",0.0
760,760,fact—and I shall catch it for this.,0.0
761,761,"Look here, do you intend to take up",0.0
762,762,you abode with us?,0.0
763,763,"” he added, glancing once more at the prince’s",0.0
764,764,"bundle, which evidently gave him no peace.",-0.431
765,765,"“No, I don’t think so.",0.0
766,766,I don’t think I should stay even if they were to,0.0
767,767,invite me.,0.1531
768,768,"I’ve simply come to make their acquaintance, and nothing",0.0
769,769,more.,0.0
770,770,”,0.0
771,771,"“Make their acquaintance?” asked the man, in amazement, and with",0.5423
772,772,redoubled suspicion.,-0.3818
773,773,“Then why did you say you had business with the,0.0
774,774,general?,0.0
775,775,”,0.0
776,776,"“Oh well, very little business.",0.2732
