line_no,line,sentiment,label,score
452,"‘This is only a foretaste,’ says he; ‘wait a bit till night",2,3 stars,0.31299725
453,"comes, and I’ll come back and talk to you again.",4,5 stars,0.6042688
454,’,4,5 stars,0.30857787
455,"“Well, what do you think?",4,5 stars,0.3315476
456,The old fellow went straight off to Nastasia,0,1 star,0.32722417
457,"Philipovna, touched the floor with his forehead, and began blubbering",0,1 star,0.49494377
458,and beseeching her on his knees to give him back the diamonds.,4,5 stars,0.34580383
459,So after,2,3 stars,0.5503041
460,awhile she brought the box and flew out at him.,0,1 star,0.52793604
461,"‘There,’ she says,",4,5 stars,0.273064
462,"‘take your earrings, you wretched old miser; although they are ten",0,1 star,0.23774704
463,times dearer than their value to me now that I know what it must have,4,5 stars,0.56116164
464,cost Parfen to get them!,4,5 stars,0.35116392
465,"Give Parfen my compliments,’ she says, ‘and",4,5 stars,0.6476279
466,thank him very much!,4,5 stars,0.7846884
467,"’ Well, I meanwhile had borrowed twenty-five",1,2 stars,0.29745346
468,"roubles from a friend, and off I went to Pskoff to my aunt’s.",0,1 star,0.45611256
469,The old,4,5 stars,0.2756495
470,woman there lectured me so that I left the house and went on a drinking,0,1 star,0.29547673
471,tour round the public-houses of the place.,3,4 stars,0.40941724
472,I was in a high fever when I,1,2 stars,0.3407546
473,"got to Pskoff, and by nightfall I was lying delirious in the streets",0,1 star,0.22224818
474,somewhere or other!,0,1 star,0.30961573
475,”,4,5 stars,0.30857787
476,“Oho! we’ll make Nastasia Philipovna sing another song now!” giggled,4,5 stars,0.3389751
477,"Lebedeff, rubbing his hands with glee.",0,1 star,0.25225753
478,"“Hey, my boy, we’ll get her some",4,5 stars,0.3221032
479,proper earrings now!,4,5 stars,0.60026944
480,We’ll get her such earrings that—”,4,5 stars,0.46689987
481,"“Look here,” cried Rogojin, seizing him fiercely by the arm, “look",0,1 star,0.6369747
482,"here, if you so much as name Nastasia Philipovna again, I’ll tan your",0,1 star,0.24631613
483,hide as sure as you sit there!,0,1 star,0.49434632
484,”,4,5 stars,0.30857787
485,“Aha! do—by all means! if you tan my hide you won’t turn me away from,0,1 star,0.49047828
486,your society.,4,5 stars,0.5423135
487,"You’ll bind me to you, with your lash, for ever.",4,5 stars,0.86053276
488,"Ha, ha!",0,1 star,0.34148648
489,"here we are at the station, though.",2,3 stars,0.50959325
490,”,4,5 stars,0.30857787
491,"Sure enough, the train was just steaming in as he spoke.",2,3 stars,0.3754977
492,"Though Rogojin had declared that he left Pskoff secretly, a large",1,2 stars,0.30561858
493,"collection of friends had assembled to greet him, and did so with",3,4 stars,0.42441863
494,profuse waving of hats and shouting.,1,2 stars,0.22816724
495,"“Why, there’s Zaleshoff here, too!” he muttered, gazing at the scene",0,1 star,0.50636846
496,with a sort of triumphant but unpleasant smile.,3,4 stars,0.4646104
497,Then he suddenly turned,1,2 stars,0.42516994
498,"to the prince: “Prince, I don’t know why I have taken a fancy to you;",4,5 stars,0.24979024
499,perhaps because I met you just when I did.,2,3 stars,0.40189835
500,"But no, it can’t be that,",2,3 stars,0.35886973
501,for I met this fellow”,4,5 stars,0.5202824
502,(nodding at Lebedeff),3,4 stars,0.24626537
503,"“too, and I have not taken",0,1 star,0.5811947
504,a fancy to him by any means.,4,5 stars,0.5178029
505,"Come to see me, prince; we’ll take off",4,5 stars,0.26139954
506,"those gaiters of yours and dress you up in a smart fur coat, the best",4,5 stars,0.9111771
507,we can buy.,4,5 stars,0.5357063
508,"You shall have a dress coat, best quality, white waistcoat,",4,5 stars,0.83407104
509,"anything you like, and your pocket shall be full of money.",4,5 stars,0.7639409
510,"Come, and",4,5 stars,0.5495269
511,you shall go with me to Nastasia Philipovna’s.,4,5 stars,0.42104027
512,Now then will you come,4,5 stars,0.43457964
513,or no?,0,1 star,0.35682765
514,”,4,5 stars,0.30857787
515,"“Accept, accept, Prince Lef Nicolaievitch” said Lebedef solemnly;",4,5 stars,0.64057994
516,"“don’t let it slip! Accept, quick!”",0,1 star,0.50200343
517,"Prince Muishkin rose and stretched out his hand courteously, while he",0,1 star,0.3477332
518,replied with some cordiality:,2,3 stars,0.51015216
519,"“I will come with the greatest pleasure, and thank you very much for",4,5 stars,0.94074553
520,"taking a fancy to me. I dare say I may even come today if I have time,",4,5 stars,0.47986323
521,for I tell you frankly that I like you very much too.,4,5 stars,0.5147318
522,I liked you,4,5 stars,0.4713459
523,especially when you told us about the diamond earrings; but I liked you,3,4 stars,0.5541632
524,"before that as well, though you have such a dark-clouded sort of face.",2,3 stars,0.42059582
525,Thanks very much for the offer of clothes and a fur coat; I certainly,4,5 stars,0.5465517
526,shall require both clothes and coat very soon.,4,5 stars,0.35232452
527,"As for money, I have",4,5 stars,0.36134285
528,hardly a copeck about me at this moment.,2,3 stars,0.39997295
529,”,4,5 stars,0.30857787
530,“You shall have lots of money; by the evening I shall have plenty; so,3,4 stars,0.32450852
531,come along!,4,5 stars,0.62377065
532,”,4,5 stars,0.30857787
533,"“That’s true enough, he’ll have lots before evening!” put in Lebedeff.",4,5 stars,0.43870187
534,"“But, look here, are you a great hand with the ladies?",2,3 stars,0.32462174
535,Let’s know that,4,5 stars,0.33361626
536,first?,1,2 stars,0.2863397
537,” asked Rogojin.,0,1 star,0.28477845
538,"“Oh no, oh no!” said the prince; “I couldn’t, you know—my illness—I",0,1 star,0.64433646
539,hardly ever saw a soul.,0,1 star,0.3704608
540,”,4,5 stars,0.30857787
541,"“H’m! well—here, you fellow—you can come along with me now if you",4,5 stars,0.5437526
542,like!,4,5 stars,0.52803254
543,"” cried Rogojin to Lebedeff, and so they all left the carriage.",0,1 star,0.5281887
544,Lebedeff had his desire.,3,4 stars,0.34544343
545,He went off with the noisy group of Rogojin’s,0,1 star,0.42461604
546,"friends towards the Voznesensky, while the prince’s route lay towards",2,3 stars,0.32628283
547,the Litaynaya.,3,4 stars,0.29334712
548,It was damp and wet.,1,2 stars,0.46578014
549,The prince asked his way of,3,4 stars,0.27600715
550,"passers-by, and finding that he was a couple of miles or so from his",2,3 stars,0.28570247
551,"destination, he determined to take a droshky.",2,3 stars,0.33938247
552,II.,3,4 stars,0.23044981
553,General Epanchin lived in his own house near the Litaynaya.,3,4 stars,0.29438984
554,Besides,4,5 stars,0.2591451
555,this large residence—five-sixths of which was let in flats and,4,5 stars,0.26638213
556,lodgings—the general was owner of another enormous house in the,3,4 stars,0.33267036
557,Sadovaya bringing in even more rent than the first.,4,5 stars,0.5098051
558,Besides these,4,5 stars,0.2928048
559,"houses he had a delightful little estate just out of town, and some",3,4 stars,0.41991803
560,sort of factory in another part of the city.,2,3 stars,0.46782845
561,"General Epanchin, as",3,4 stars,0.2627489
562,"everyone knew, had a good deal to do with certain government",3,4 stars,0.30549964
563,"monopolies; he was also a voice, and an important one, in many rich",4,5 stars,0.40687317
564,"public companies of various descriptions; in fact, he enjoyed the",3,4 stars,0.5010235
565,"reputation of being a well-to-do man of busy habits, many ties, and",4,5 stars,0.53647375
566,affluent means.,2,3 stars,0.34817764
567,"He had made himself indispensable in several quarters,",3,4 stars,0.391031
568,amongst others in his department of the government; and yet it was a,3,4 stars,0.3419703
569,known fact that Fedor Ivanovitch Epanchin was a man of no education,0,1 star,0.46441233
570,"whatever, and had absolutely risen from the ranks.",0,1 star,0.4384487
571,"This last fact could, of course, reflect nothing but credit upon the",2,3 stars,0.2712407
572,"general; and yet, though unquestionably a sagacious man, he had his own",2,3 stars,0.49940652
573,"little weaknesses—very excusable ones,—one of which was a dislike to",2,3 stars,0.42788902
574,any allusion to the above circumstance.,0,1 star,0.38502818
575,He was undoubtedly clever.,1,2 stars,0.32114384
576,For,3,4 stars,0.30216274
577,"instance, he made a point of never asserting himself when he would gain",0,1 star,0.40174165
578,more by keeping in the background; and in consequence many exalted,4,5 stars,0.33005655
579,"personages valued him principally for his humility and simplicity, and",3,4 stars,0.45825884
580,because “he knew his place.”,4,5 stars,0.34168062
581,And yet if these good people could only,2,3 stars,0.3268734
582,have had a peep into the mind of this excellent fellow who “knew his,4,5 stars,0.6811328
583,place” so well!,4,5 stars,0.65489656
584,"The fact is that, in spite of his knowledge of the",2,3 stars,0.34084362
585,"world and his really remarkable abilities, he always liked to appear to",4,5 stars,0.7806684
586,be carrying out other people’s ideas rather than his own.,1,2 stars,0.29909265
587,"And also, his",4,5 stars,0.45929855
588,"luck seldom failed him, even at cards, for which he had a passion that",1,2 stars,0.37742418
589,he did not attempt to conceal.,1,2 stars,0.37077174
590,"He played for high stakes, and moved,",4,5 stars,0.355895
591,"altogether, in very varied society.",4,5 stars,0.46049017
592,"As to age, General Epanchin was in the very prime of life; that is,",2,3 stars,0.4159106
593,"about fifty-five years of age,—the flowering time of existence, when",4,5 stars,0.32176548
594,real enjoyment of life begins.,4,5 stars,0.5744617
595,"His healthy appearance, good colour,",3,4 stars,0.5575091
596,"sound, though discoloured teeth, sturdy figure, preoccupied air during",2,3 stars,0.49433792
597,"business hours, and jolly good humour during his game at cards in the",3,4 stars,0.46095023
598,"evening, all bore witness to his success in life, and combined to make",4,5 stars,0.6205906
599,existence a bed of roses to his excellency.,4,5 stars,0.6668482
600,The general was lord of a,4,5 stars,0.38200775
601,"flourishing family, consisting of his wife and three grown-up",3,4 stars,0.44297504
602,daughters.,4,5 stars,0.35333186
603,"He had married young, while still a lieutenant, his wife",2,3 stars,0.2516646
604,"being a girl of about his own age, who possessed neither beauty nor",0,1 star,0.3870487
605,"education, and who brought him no more than fifty souls of landed",4,5 stars,0.4181188
606,"property, which little estate served, however, as a nest-egg for far",2,3 stars,0.3874547
607,more important accumulations.,2,3 stars,0.3297851
608,The general never regretted his early,4,5 stars,0.36257315
609,"marriage, or regarded it as a foolish youthful escapade; and he so",0,1 star,0.47268552
610,respected and feared his wife that he was very near loving her.,4,5 stars,0.5949193
611,Mrs.,2,3 stars,0.25217697
612,"Epanchin came of the princely stock of Muishkin, which if not a",2,3 stars,0.2873179
613,"brilliant, was, at all events, a decidedly ancient family; and she was",4,5 stars,0.82628953
614,extremely proud of her descent.,4,5 stars,0.85950655
615,"With a few exceptions, the worthy couple had lived through their long",3,4 stars,0.5366833
616,union very happily.,0,1 star,0.2968925
617,While still young the wife had been able to make,3,4 stars,0.3817174
618,"important friends among the aristocracy, partly by virtue of her family",3,4 stars,0.48342073
619,"descent, and partly by her own exertions; while, in after life, thanks",2,3 stars,0.3884209
620,"to their wealth and to the position of her husband in the service, she",3,4 stars,0.440448
621,took her place among the higher circles as by right.,3,4 stars,0.40838522
622,During these last few years all three of the general’s,3,4 stars,0.28582013
623,"daughters—Alexandra, Adelaida, and Aglaya—had grown up and matured.",4,5 stars,0.4142289
624,Of,2,3 stars,0.24536447
625,"course they were only Epanchins, but their mother’s family was noble;",2,3 stars,0.42881313
626,they might expect considerable fortunes; their father had hopes of,2,3 stars,0.43775705
627,attaining to very high rank indeed in his country’s service—all of,4,5 stars,0.75872177
628,which was satisfactory.,3,4 stars,0.45831403
629,"All three of the girls were decidedly pretty,",2,3 stars,0.445203
630,"even the eldest, Alexandra, who was just twenty-five years old.",4,5 stars,0.56204385
631,The,4,5 stars,0.34076926
632,"middle daughter was now twenty-three, while the youngest, Aglaya, was",2,3 stars,0.3845687
633,twenty.,4,5 stars,0.55345404
634,"This youngest girl was absolutely a beauty, and had begun of",4,5 stars,0.77422327
635,late to attract considerable attention in society.,3,4 stars,0.31688783
636,But this was not,0,1 star,0.34629333
637,"all, for every one of the three was clever, well educated, and",4,5 stars,0.6978351
638,accomplished.,4,5 stars,0.61537516
639,It was a matter of general knowledge that the three girls were very,2,3 stars,0.40564093
640,"fond of one another, and supported each other in every way; it was even",4,5 stars,0.71083075
641,said that the two elder ones had made certain sacrifices for the sake,2,3 stars,0.31123018
642,"of the idol of the household, Aglaya.",4,5 stars,0.34918088
643,In society they not only disliked,4,5 stars,0.35332802
644,"asserting themselves, but were actually retiring.",2,3 stars,0.339051
